!E(eV)          F(ergcm-2s-1)   delta e(-)      delta e(+)      delta F(-)      delta F(+)   
2.2674335594	2.92E-11	0	0	6.48E-13	6.48E-13
2.8229323041	2.95E-11	0	0	5.60E-13	5.60E-13
3.5781589828	2.79E-11	0	0	6.05E-13	6.05E-13
4.768590241	2.06E-11	0	0	4.05E-13	4.05E-13
5.5201651252	2.48E-11	0	0	5.28E-13	5.28E-13
6.4306737177	1.90E-11	0	0	3.75E-13	3.75E-13
749.9941355745	1.73E-12	0	0	1.11E-13	1.11E-13
829.9934933466	1.64E-12	0	0	9.97E-14	9.97E-14
914.9928668579	1.49E-12	0	0	8.39E-14	8.39E-14
1004.9921369021	1.51E-12	0	0	8.31E-14	8.31E-14
1099.9914226856	1.47E-12	0	0	7.75E-14	7.75E-14
1209.9905768773	1.32E-12	0	0	6.87E-14	6.87E-14
1339.989555605	1.26E-12	0	0	6.39E-14	6.39E-14
1489.9883588811	1.23E-12	0	0	6.20E-14	6.20E-14
1684.9867673735	1.07E-12	0	0	5.35E-14	5.35E-14
2014.9843491509	1.01E-12	0	0	5.03E-14	5.03E-14
2744.9784217682	9.13E-13	0	0	4.48E-14	4.48E-14
5914.9537110808	6.42E-13	0	0	3.30E-14	3.30E-14
131528435.920218 1.01E-11	0	0	9.96E-13	9.96E-13
227813933.653953 1.36E-11	0	0	7.89E-13	7.89E-13
405459528.246966 1.63E-11	0	0	6.65E-13	6.65E-13
740264432.587497 1.86E-11	0	0	6.73E-13	6.73E-13
1315284359.20218 1.71E-11	0	0	7.31E-13	7.31E-13
2278139336.53953 1.78E-11	0	0	8.74E-13	8.74E-13
4054595282.46966 1.97E-11	0	0	1.10E-12	1.10E-12
7402644325.87497 1.84E-11	0	0	1.40E-12	1.40E-12
13152843592.0218 1.88E-11	0	0	1.95E-12	1.95E-12
22781393365.3953 1.95E-11	0	0	2.59E-12	2.59E-12
40545952824.6966 2.03E-11	0	0	3.29E-12	3.29E-12
74026443258.7497 1.48E-11	0	0	3.85E-12	3.85E-12
131528435920.218 1.23E-11	0	0	4.89E-12	4.89E-12
227813933653.953 9.63E-12	0	0	5.57E-12	5.57E-12
118999069511.192 6.47E-12	0	0	2.00E-12	2.00E-12
133498956132.564 6.37E-12	0	0	1.65E-12	1.65E-12
149798828678.809 4.96E-12	0	0	1.23E-12	1.23E-12
168098685586.851 5.03E-12	0	0	1.04E-12	1.04E-12
188598525292.786 1.74E-12	0	0	9.12E-13	9.12E-13
211698344668.396 2.00E-12	0	0	9.62E-13	9.62E-13
237498142932.348 2.38E-12	0	0	7.69E-13	7.69E-13
266497916174.679 1.35E-12	0	0	6.66E-13	6.66E-13

