7.25396804184e+16       4.46242418858e-12       7.02834778966e-13       7.77668393891e-13
7.79210499781e+16       4.37671632775e-12       6.75853376461e-13       7.44008883454e-13
8.37016374302e+16       4.29265462091e-12       6.49600794559e-13       7.11422363597e-13
8.99110588278e+16       4.21020745109e-12       6.24059745444e-13       6.79878510184e-13
9.6581127296e+16        4.12934380859e-12       5.99213324727e-13       6.4934780282e-13
1.03746016023e+17       4.05003327926e-12       5.75045003276e-13       6.19801504374e-13
1.1144243334e+17        3.97224603314e-12       5.51538619221e-13       5.91211641007e-13
1.19709810794e+17       3.89595281317e-12       5.28678370121e-13       5.63550982699e-13
1.28590505169e+17       3.82112492424e-12       5.06448805298e-13       5.36793024256e-13
1.38130015492e+17       3.74773422237e-12       4.84834818321e-13       5.10911966792e-13
1.48377216146e+17       3.67575310413e-12       4.63821639659e-13       4.85882699671e-13
1.59384607269e+17       3.60515449625e-12       4.43394829476e-13       4.61680782896e-13
1.71208583731e+17       3.53591184544e-12       4.2354027058e-13        4.38282429939e-13
1.83909724066e+17       3.46799910842e-12       4.04244161521e-13       4.15664490996e-13
1.97553100837e+17       3.40139074212e-12       3.85493009826e-13       3.93804436663e-13
2.12208614029e+17       3.33606169404e-12       3.67273625384e-13       3.72680342012e-13
2.27951349167e+17       3.27198739287e-12       3.49573113957e-13       3.52270871073e-13
2.44861962012e+17       3.20914373923e-12       3.32378870839e-13       3.32555261695e-13
2.63027091788e+17       3.14750709659e-12       3.1567857464e-13        3.1351331079e-13
2.82539805064e+17       3.08705428242e-12       2.99460181195e-13       2.95125359943e-13
3.0350007257e+17        3.02776255944e-12       2.83711917612e-13       2.77372281385e-13
3.26015281383e+17       2.96960962706e-12       2.74747958017e-13       2.67816918985e-13
3.50200785112e+17       2.91257361303e-12       2.79099896258e-13       2.74282890806e-13
3.76180494891e+17       2.85663306517e-12       2.83148905822e-13       2.80443322999e-13
4.04087514228e+17       2.80176694334e-12       2.86905801478e-13       2.86306916707e-13
4.34064820938e+17       2.74795461149e-12       2.90381076463e-13       2.91882161706e-13
4.6626599967e+17        2.69517582994e-12       2.93584911247e-13       2.97177341152e-13
5.0085602878e+17        2.64341074774e-12       2.96527182074e-13       3.02200536236e-13
5.38012125575e+17       2.59263989519e-12       2.99217469285e-13       3.06959630726e-13
5.77924654257e+17       2.54284417655e-12       3.01665065417e-13       3.11462315422e-13
6.20798101235e+17       2.49400486285e-12       3.03878983093e-13       3.15716092512e-13
6.66852122778e+17       2.44610358483e-12       3.05867962717e-13       3.19728279831e-13
7.16322670395e+17       2.39912232604e-12       3.07640479951e-13       3.23506015032e-13
7.69463199705e+17       2.35304341607e-12       3.09204753014e-13       3.27056259665e-13
8.26545968974e+17       2.30784952389e-12       3.10568749778e-13       3.30385803168e-13
8.87863434001e+17       2.26352365135e-12       3.11740194685e-13       3.33501266778e-13
9.5372974647e+17        2.22004912676e-12       3.12726575482e-13       3.36409107342e-13
1.02448236347e+18       2.17740959866e-12       3.13535149779e-13       3.39115621067e-13
1.1004837764e+18        2.13558902962e-12       3.14172951435e-13       3.41626947168e-13
1.18212336815e+18       2.09457169025e-12       3.14646796778e-13       3.43949071453e-13
1.26981940806e+18       2.05434215327e-12       3.14963290661e-13       3.46087829819e-13
1.36402119485e+18       2.01488528768e-12       3.15128832356e-13       3.48048911683e-13
1.46521135856e+18       1.97618625314e-12       3.15149621302e-13       3.49837863325e-13
1.57390833321e+18       1.93823049429e-12       3.15031662688e-13       3.51460091174e-13
1.69066901295e+18       1.90100373537e-12       3.14780772902e-13       3.52920865009e-13
1.81609160524e+18       1.86449197479e-12       3.14402584827e-13       3.54225321097e-13
1.95081869565e+18       1.82868147988e-12       3.13902553003e-13       3.55378465266e-13
2.09554054009e+18       1.79355878173e-12       3.13285958652e-13       3.56385175901e-13
2.25099860123e+18       1.75911067013e-12       3.12557914563e-13       3.57250206884e-13
2.41798934728e+18       1.72532418858e-12       3.1172336986e-13        3.57978190465e-13
