7.25396804184e+16       2.99976299774e-12       3.5836159282e-13        3.8974543822e-13
7.79210499781e+16       2.97304887658e-12       3.47477946935e-13       3.76432588555e-13
8.37016374302e+16       2.94657265564e-12       3.36737325892e-13       3.63354520309e-13
8.99110588278e+16       2.92033221631e-12       3.26138179702e-13       3.50507770145e-13
9.6581127296e+16        2.89432545887e-12       3.15678973831e-13       3.37888921781e-13
1.03746016023e+17       2.86855030229e-12       3.05358189061e-13       3.2549460537e-13
1.1144243334e+17        2.84300468406e-12       2.95174321336e-13       3.13321496906e-13
1.19709810794e+17       2.81768656004e-12       2.85125881621e-13       3.01366317623e-13
1.28590505169e+17       2.79259390432e-12       2.75211395761e-13       2.89625833411e-13
1.38130015492e+17       2.767724709e-12         2.65429404332e-13       2.78096854233e-13
1.48377216146e+17       2.74307698407e-12       2.55778462505e-13       2.66776233557e-13
1.59384607269e+17       2.71864875726e-12       2.46257139908e-13       2.55660867782e-13
1.71208583731e+17       2.69443807383e-12       2.36864020481e-13       2.44747695689e-13
1.83909724066e+17       2.67044299648e-12       2.27597702348e-13       2.34033697883e-13
1.97553100837e+17       2.64666160514e-12       2.18456797672e-13       2.2351589625e-13
2.12208614029e+17       2.62309199686e-12       2.09439932529e-13       2.13191353422e-13
2.27951349167e+17       2.59973228562e-12       2.00545746768e-13       2.03057172242e-13
2.44861962012e+17       2.5765806022e-12        1.91772893884e-13       1.93110495243e-13
2.63027091788e+17       2.55363509403e-12       1.83120040886e-13       1.8334850413e-13
2.82539805064e+17       2.53089392503e-12       1.74585868164e-13       1.73768419269e-13
3.0350007257e+17        2.50835527547e-12       1.66169069367e-13       1.64367499182e-13
3.26015281383e+17       2.48601734184e-12       1.5786835127e-13        1.55143040047e-13
3.50200785112e+17       2.46387833669e-12       1.49682433654e-13       1.46092375213e-13
3.76180494891e+17       2.44193648846e-12       1.45433630848e-13       1.41507051046e-13
4.04087514228e+17       2.4201900414e-12        1.50806766059e-13       1.47770376532e-13
4.34064820938e+17       2.39863725538e-12       1.56053305037e-13       1.53932834588e-13
4.6626599967e+17        2.37727640577e-12       1.61175305094e-13       1.59995593714e-13
5.0085602878e+17        2.3561057833e-12        1.6617479424e-13        1.65959810384e-13
5.38012125575e+17       2.33512369391e-12       1.71053771571e-13       1.71826629163e-13
5.77924654257e+17       2.31432845865e-12       1.7581420766e-13        1.77597182823e-13
6.20798101235e+17       2.29371841349e-12       1.8045804493e-13        1.83272592458e-13
6.66852122778e+17       2.27329190924e-12       1.84987198038e-13       1.88853967597e-13
7.16322670395e+17       2.25304731141e-12       1.89403554238e-13       1.94342406316e-13
7.69463199705e+17       2.23298300003e-12       1.93708973755e-13       1.9973899535e-13
8.26545968974e+17       2.21309736958e-12       1.97905290141e-13       2.05044810204e-13
8.87863434001e+17       2.19338882883e-12       2.01994310633e-13       2.10260915262e-13
9.5372974647e+17        2.17385580073e-12       2.05977816506e-13       2.15388363894e-13
1.02448236347e+18       2.15449672227e-12       2.09857563421e-13       2.20428198564e-13
1.1004837764e+18        2.13531004435e-12       2.13635281768e-13       2.25381450938e-13
1.18212336815e+18       2.11629423167e-12       2.17312677003e-13       2.30249141986e-13
1.26981940806e+18       2.09744776261e-12       2.20891429987e-13       2.35032282088e-13
1.36402119485e+18       2.0787691291e-12        2.24373197312e-13       2.3973187114e-13
1.46521135856e+18       2.06025683649e-12       2.27759611626e-13       2.44348898651e-13
1.57390833321e+18       2.04190940345e-12       2.3105228196e-13        2.48884343847e-13
1.69066901295e+18       2.02372536183e-12       2.34252794041e-13       2.53339175772e-13
1.81609160524e+18       2.00570325656e-12       2.37362710608e-13       2.57714353388e-13
1.95081869565e+18       1.98784164555e-12       2.4038357172e-13        2.6201082567e-13
2.09554054009e+18       1.97013909951e-12       2.43316895061e-13       2.66229531708e-13
2.25099860123e+18       1.95259420192e-12       2.46164176244e-13       2.70371400799e-13
2.41798934728e+18       1.93520554884e-12       2.48926889107e-13       2.74437352548e-13
