9.67195738912e+16       4.41485520819e-12       6.25425764352e-13       7.11063214735e-13
1.01835756313e+17       4.41277347169e-12       6.05368663111e-13       6.84134582051e-13
1.07222569813e+17       4.41069271679e-12       5.8522727635e-13        6.57369153275e-13
1.12894329984e+17       4.40861294303e-12       5.65001199138e-13       6.30765999653e-13
1.1886610967e+17        4.40653414994e-12       5.44690024623e-13       6.04324197691e-13
1.25153779025e+17       4.40445633707e-12       5.24293344029e-13       5.78042829125e-13
1.3177404769e+17        4.40237950395e-12       5.0381074664e-13        5.51920980889e-13
1.38744509194e+17       4.40030365012e-12       4.83241819796e-13       5.25957745088e-13
1.46083687713e+17       4.39822877512e-12       4.62586148881e-13       5.00152218967e-13
1.53811087298e+17       4.39615487848e-12       4.41843317315e-13       4.74503504882e-13
1.61947243709e+17       4.39408195974e-12       4.21012906545e-13       4.49010710273e-13
1.70513778984e+17       4.39201001845e-12       4.00094496034e-13       4.23672947633e-13
1.79533458906e+17       4.38993905415e-12       3.79087663254e-13       3.9848933448e-13
1.89030253501e+17       4.38786906636e-12       3.57991983673e-13       3.73458993331e-13
1.9902940074e+17        4.38580005463e-12       3.36807030749e-13       3.48581051668e-13
2.09557473606e+17       4.38373201851e-12       3.15532375919e-13       3.23854641917e-13
2.20642450717e+17       4.38166495753e-12       2.9416758859e-13        2.99278901413e-13
2.3231379068e+17        4.37959887122e-12       2.72712236126e-13       2.74852972379e-13
2.44602510371e+17       4.37753375914e-12       2.60759665954e-13       2.61361407071e-13
2.57541267373e+17       4.37546962082e-12       2.81994598443e-13       2.85430397002e-13
2.71164446757e+17       4.37340645581e-12       3.0309864208e-13        3.09602794842e-13
2.85508252464e+17       4.37134426364e-12       3.24072542687e-13       3.33879096185e-13
3.00610803517e+17       4.36928304385e-12       3.44917041862e-13       3.58259798979e-13
3.16512235326e+17       4.36722279599e-12       3.65632877002e-13       3.82745403529e-13
3.33254806344e+17       4.3651635196e-12        3.8622078133e-13        4.07336412509e-13
3.50883010373e+17       4.36310521422e-12       4.06681483915e-13       4.32033330978e-13
3.6944369481e+17        4.3610478794e-12        4.270157097e-13         4.56836666387e-13
3.88986185137e+17       4.35899151466e-12       4.47224179522e-13       4.81746928593e-13
4.09562416015e+17       4.35693611957e-12       4.67307610134e-13       5.06764629867e-13
4.31227069292e+17       4.35488169366e-12       4.87266714232e-13       5.31890284909e-13
4.54037719329e+17       4.35282823646e-12       5.07102200476e-13       5.57124410859e-13
4.78054986001e+17       4.35077574754e-12       5.26814773513e-13       5.82467527306e-13
5.03342695796e+17       4.34872422643e-12       5.46405133998e-13       6.07920156301e-13
5.29968051438e+17       4.34667367267e-12       5.65873978621e-13       6.33482822371e-13
5.58001810478e+17       4.3446240858e-12        5.85222000124e-13       6.59156052528e-13
5.87518473334e+17       4.34257546538e-12       6.04449887328e-13       6.8494037628e-13
6.18596481279e+17       4.34052781095e-12       6.23558325153e-13       7.10836325647e-13
6.51318424898e+17       4.33848112204e-12       6.42547994638e-13       7.36844435167e-13
6.85771263579e+17       4.33643539821e-12       6.61419572969e-13       7.62965241915e-13
7.22046556604e+17       4.334390639e-12         6.80173733493e-13       7.89199285509e-13
7.60240706475e+17       4.33234684396e-12       6.98811145748e-13       8.15547108124e-13
8.00455215104e+17       4.33030401262e-12       7.17332475477e-13       8.42009254505e-13
8.42796953558e+17       4.32826214454e-12       7.35738384654e-13       8.6858627198e-13
8.87378446068e+17       4.32622123927e-12       7.54029531506e-13       8.95278710469e-13
9.3431816907e+17        4.32418129634e-12       7.72206570528e-13       9.22087122499e-13
9.83740866056e+17       4.32214231531e-12       7.90270152513e-13       9.49012063215e-13
1.03577787908e+18       4.32010429571e-12       8.08220924566e-13       9.76054090395e-13
1.09056749782e+18       4.31806723711e-12       8.26059530128e-13       1.00321376446e-12
1.14825532706e+18       4.31603113904e-12       8.43786608996e-13       1.03049164848e-12
1.20899467364e+18       4.31399600105e-12       8.61402797343e-13       1.0578883082e-12
