!E(eV)		F(ergcm-2s-1)	Emin            Emax      	delta F(-)	delta F(+)	Observatory
7.5358E-01	5.0121E-12	7.5301E-01	7.5415E-01	3.1367E-13	3.1367E-13	X-Shooter_Nhdiff_stat
7.5473E-01	5.1138E-12	7.5415E-01	7.5530E-01	3.2066E-13	3.2066E-13	X-Shooter_Nhdiff_stat
7.5588E-01	5.0107E-12	7.5530E-01	7.5645E-01	3.1480E-13	3.1480E-13	X-Shooter_Nhdiff_stat
7.5703E-01	5.0896E-12	7.5645E-01	7.5761E-01	3.2038E-13	3.2038E-13	X-Shooter_Nhdiff_stat
7.5819E-01	5.0665E-12	7.5761E-01	7.5877E-01	3.1954E-13	3.1954E-13	X-Shooter_Nhdiff_stat
7.5935E-01	5.0781E-12	7.5877E-01	7.5993E-01	3.2090E-13	3.2090E-13	X-Shooter_Nhdiff_stat
7.6051E-01	5.0540E-12	7.5993E-01	7.6110E-01	3.2000E-13	3.2000E-13	X-Shooter_Nhdiff_stat
7.6168E-01	5.0131E-12	7.6110E-01	7.6227E-01	3.1802E-13	3.1802E-13	X-Shooter_Nhdiff_stat
7.6285E-01	4.9507E-12	7.6227E-01	7.6344E-01	3.1468E-13	3.1468E-13	X-Shooter_Nhdiff_stat
7.6403E-01	5.0003E-12	7.6344E-01	7.6462E-01	3.1845E-13	3.1845E-13	X-Shooter_Nhdiff_stat
7.6521E-01	4.9576E-12	7.6462E-01	7.6580E-01	3.1635E-13	3.1635E-13	X-Shooter_Nhdiff_stat
7.6639E-01	4.9120E-12	7.6580E-01	7.6698E-01	3.1406E-13	3.1406E-13	X-Shooter_Nhdiff_stat
7.6758E-01	4.9515E-12	7.6698E-01	7.6817E-01	3.1720E-13	3.1720E-13	X-Shooter_Nhdiff_stat
7.6877E-01	5.0271E-12	7.6817E-01	7.6937E-01	3.2269E-13	3.2269E-13	X-Shooter_Nhdiff_stat
7.6996E-01	4.9979E-12	7.6937E-01	7.7056E-01	3.2144E-13	3.2144E-13	X-Shooter_Nhdiff_stat
7.7116E-01	5.0010E-12	7.7056E-01	7.7176E-01	3.2228E-13	3.2228E-13	X-Shooter_Nhdiff_stat
7.7236E-01	4.9784E-12	7.7176E-01	7.7296E-01	3.2146E-13	3.2146E-13	X-Shooter_Nhdiff_stat
7.7357E-01	4.9489E-12	7.7296E-01	7.7417E-01	3.2019E-13	3.2019E-13	X-Shooter_Nhdiff_stat
7.7478E-01	4.9454E-12	7.7417E-01	7.7538E-01	3.2059E-13	3.2059E-13	X-Shooter_Nhdiff_stat
7.7599E-01	4.9199E-12	7.7538E-01	7.7660E-01	3.1958E-13	3.1958E-13	X-Shooter_Nhdiff_stat
7.7720E-01	4.9080E-12	7.7660E-01	7.7781E-01	3.1944E-13	3.1944E-13	X-Shooter_Nhdiff_stat
7.7842E-01	4.9664E-12	7.7781E-01	7.7903E-01	3.2388E-13	3.2388E-13	X-Shooter_Nhdiff_stat
7.7965E-01	5.0159E-12	7.7903E-01	7.8026E-01	3.2776E-13	3.2776E-13	X-Shooter_Nhdiff_stat
7.8088E-01	4.9980E-12	7.8026E-01	7.8149E-01	3.2725E-13	3.2725E-13	X-Shooter_Nhdiff_stat
7.8211E-01	5.0860E-12	7.8149E-01	7.8272E-01	3.3368E-13	3.3368E-13	X-Shooter_Nhdiff_stat
7.8334E-01	4.9941E-12	7.8272E-01	7.8396E-01	3.2831E-13	3.2831E-13	X-Shooter_Nhdiff_stat
7.8458E-01	4.9939E-12	7.8396E-01	7.8520E-01	3.2896E-13	3.2896E-13	X-Shooter_Nhdiff_stat
7.8582E-01	5.0201E-12	7.8520E-01	7.8645E-01	3.3134E-13	3.3134E-13	X-Shooter_Nhdiff_stat
7.8707E-01	4.9810E-12	7.8645E-01	7.8770E-01	3.2943E-13	3.2943E-13	X-Shooter_Nhdiff_stat
7.8832E-01	4.9171E-12	7.8770E-01	7.8895E-01	3.2586E-13	3.2586E-13	X-Shooter_Nhdiff_stat
7.8958E-01	4.8264E-12	7.8895E-01	7.9021E-01	3.2050E-13	3.2050E-13	X-Shooter_Nhdiff_stat
7.9084E-01	4.8769E-12	7.9021E-01	7.9147E-01	3.2451E-13	3.2451E-13	X-Shooter_Nhdiff_stat
7.9210E-01	4.8518E-12	7.9147E-01	7.9274E-01	3.2349E-13	3.2349E-13	X-Shooter_Nhdiff_stat
7.9337E-01	4.8419E-12	7.9274E-01	7.9401E-01	3.2349E-13	3.2349E-13	X-Shooter_Nhdiff_stat
7.9464E-01	4.8657E-12	7.9401E-01	7.9528E-01	3.2575E-13	3.2575E-13	X-Shooter_Nhdiff_stat
7.9592E-01	4.8480E-12	7.9528E-01	7.9656E-01	3.2522E-13	3.2522E-13	X-Shooter_Nhdiff_stat
7.9720E-01	4.7439E-12	7.9656E-01	7.9784E-01	3.1889E-13	3.1889E-13	X-Shooter_Nhdiff_stat
7.9848E-01	4.9152E-12	7.9784E-01	7.9912E-01	3.3108E-13	3.3108E-13	X-Shooter_Nhdiff_stat
7.9977E-01	4.9531E-12	7.9912E-01	8.0041E-01	3.3432E-13	3.3432E-13	X-Shooter_Nhdiff_stat
8.0106E-01	4.9812E-12	8.0041E-01	8.0171E-01	3.3691E-13	3.3691E-13	X-Shooter_Nhdiff_stat
8.0236E-01	4.7979E-12	8.0171E-01	8.0301E-01	3.2517E-13	3.2517E-13	X-Shooter_Nhdiff_stat
8.0366E-01	4.7852E-12	8.0301E-01	8.0431E-01	3.2498E-13	3.2498E-13	X-Shooter_Nhdiff_stat
8.0496E-01	4.8574E-12	8.0431E-01	8.0562E-01	3.3057E-13	3.3057E-13	X-Shooter_Nhdiff_stat
8.0627E-01	4.7410E-12	8.0562E-01	8.0693E-01	3.2332E-13	3.2332E-13	X-Shooter_Nhdiff_stat
8.0758E-01	4.7707E-12	8.0693E-01	8.0824E-01	3.2601E-13	3.2601E-13	X-Shooter_Nhdiff_stat
8.0890E-01	4.7463E-12	8.0824E-01	8.0956E-01	3.2502E-13	3.2502E-13	X-Shooter_Nhdiff_stat
8.1022E-01	4.7601E-12	8.0956E-01	8.1088E-01	3.2664E-13	3.2664E-13	X-Shooter_Nhdiff_stat
8.1155E-01	4.7283E-12	8.1088E-01	8.1221E-01	3.2514E-13	3.2514E-13	X-Shooter_Nhdiff_stat
8.1288E-01	4.7910E-12	8.1221E-01	8.1354E-01	3.3014E-13	3.3014E-13	X-Shooter_Nhdiff_stat
8.1421E-01	4.7652E-12	8.1354E-01	8.1488E-01	3.2905E-13	3.2905E-13	X-Shooter_Nhdiff_stat
8.1555E-01	4.7300E-12	8.1488E-01	8.1622E-01	3.2730E-13	3.2730E-13	X-Shooter_Nhdiff_stat
8.1690E-01	4.7824E-12	8.1622E-01	8.1757E-01	3.3161E-13	3.3161E-13	X-Shooter_Nhdiff_stat
8.1824E-01	4.7490E-12	8.1757E-01	8.1892E-01	3.3000E-13	3.3000E-13	X-Shooter_Nhdiff_stat
8.1960E-01	4.8392E-12	8.1892E-01	8.2028E-01	3.3697E-13	3.3697E-13	X-Shooter_Nhdiff_stat
8.2096E-01	4.9184E-12	8.2028E-01	8.2164E-01	3.4321E-13	3.4321E-13	X-Shooter_Nhdiff_stat
8.2232E-01	4.7464E-12	8.2164E-01	8.2300E-01	3.3190E-13	3.3190E-13	X-Shooter_Nhdiff_stat
8.2368E-01	4.8529E-12	8.2300E-01	8.2437E-01	3.4007E-13	3.4007E-13	X-Shooter_Nhdiff_stat
8.2505E-01	4.8522E-12	8.2437E-01	8.2574E-01	3.4074E-13	3.4074E-13	X-Shooter_Nhdiff_stat
8.2643E-01	4.9732E-12	8.2574E-01	8.2712E-01	3.4998E-13	3.4998E-13	X-Shooter_Nhdiff_stat
8.2781E-01	4.8825E-12	8.2712E-01	8.2850E-01	3.4432E-13	3.4432E-13	X-Shooter_Nhdiff_stat
8.2919E-01	4.9001E-12	8.2850E-01	8.2989E-01	3.4630E-13	3.4630E-13	X-Shooter_Nhdiff_stat
8.3058E-01	4.8432E-12	8.2989E-01	8.3128E-01	3.4301E-13	3.4301E-13	X-Shooter_Nhdiff_stat
8.3197E-01	4.8395E-12	8.3128E-01	8.3267E-01	3.4348E-13	3.4348E-13	X-Shooter_Nhdiff_stat
8.3337E-01	4.6676E-12	8.3267E-01	8.3407E-01	3.3199E-13	3.3199E-13	X-Shooter_Nhdiff_stat
8.3478E-01	4.7552E-12	8.3407E-01	8.3548E-01	3.3894E-13	3.3894E-13	X-Shooter_Nhdiff_stat
8.3618E-01	4.7115E-12	8.3548E-01	8.3689E-01	3.3655E-13	3.3655E-13	X-Shooter_Nhdiff_stat
8.3760E-01	4.7631E-12	8.3689E-01	8.3830E-01	3.4096E-13	3.4096E-13	X-Shooter_Nhdiff_stat
8.3901E-01	4.8737E-12	8.3830E-01	8.3972E-01	3.4964E-13	3.4964E-13	X-Shooter_Nhdiff_stat
8.4043E-01	4.7696E-12	8.3972E-01	8.4115E-01	3.4290E-13	3.4290E-13	X-Shooter_Nhdiff_stat
8.4186E-01	4.7262E-12	8.4115E-01	8.4258E-01	3.4052E-13	3.4052E-13	X-Shooter_Nhdiff_stat
8.4329E-01	4.7052E-12	8.4258E-01	8.4401E-01	3.3974E-13	3.3974E-13	X-Shooter_Nhdiff_stat
8.4473E-01	4.8086E-12	8.4401E-01	8.4545E-01	3.4796E-13	3.4796E-13	X-Shooter_Nhdiff_stat
8.4617E-01	4.7286E-12	8.4545E-01	8.4689E-01	3.4291E-13	3.4291E-13	X-Shooter_Nhdiff_stat
8.4762E-01	4.7791E-12	8.4689E-01	8.4834E-01	3.4733E-13	3.4733E-13	X-Shooter_Nhdiff_stat
8.4907E-01	4.7694E-12	8.4834E-01	8.4980E-01	3.4738E-13	3.4738E-13	X-Shooter_Nhdiff_stat
8.5053E-01	4.7041E-12	8.4980E-01	8.5126E-01	3.4338E-13	3.4338E-13	X-Shooter_Nhdiff_stat
8.5199E-01	4.9180E-12	8.5126E-01	8.5272E-01	3.5977E-13	3.5977E-13	X-Shooter_Nhdiff_stat
8.5346E-01	4.6324E-12	8.5272E-01	8.5419E-01	3.3962E-13	3.3962E-13	X-Shooter_Nhdiff_stat
8.5493E-01	4.7484E-12	8.5419E-01	8.5567E-01	3.4889E-13	3.4889E-13	X-Shooter_Nhdiff_stat
8.5640E-01	4.6683E-12	8.5567E-01	8.5714E-01	3.4376E-13	3.4376E-13	X-Shooter_Nhdiff_stat
8.5789E-01	4.6401E-12	8.5714E-01	8.5863E-01	3.4244E-13	3.4244E-13	X-Shooter_Nhdiff_stat
8.5937E-01	4.6701E-12	8.5863E-01	8.6012E-01	3.4541E-13	3.4541E-13	X-Shooter_Nhdiff_stat
8.6086E-01	4.5615E-12	8.6012E-01	8.6161E-01	3.3812E-13	3.3812E-13	X-Shooter_Nhdiff_stat
8.6236E-01	4.6793E-12	8.6161E-01	8.6311E-01	3.4762E-13	3.4762E-13	X-Shooter_Nhdiff_stat
8.6386E-01	4.4620E-12	8.6311E-01	8.6462E-01	3.3221E-13	3.3221E-13	X-Shooter_Nhdiff_stat
8.6537E-01	4.7108E-12	8.6462E-01	8.6613E-01	3.5151E-13	3.5151E-13	X-Shooter_Nhdiff_stat
9.2339E-01	4.8135E-12	9.2253E-01	9.2425E-01	3.9001E-13	3.9001E-13	X-Shooter_Nhdiff_stat
9.2511E-01	4.6756E-12	9.2425E-01	9.2597E-01	3.7972E-13	3.7972E-13	X-Shooter_Nhdiff_stat
9.2684E-01	4.8763E-12	9.2597E-01	9.2771E-01	3.9696E-13	3.9696E-13	X-Shooter_Nhdiff_stat
9.2857E-01	4.8579E-12	9.2771E-01	9.2944E-01	3.9640E-13	3.9640E-13	X-Shooter_Nhdiff_stat
9.3032E-01	4.5041E-12	9.2944E-01	9.3119E-01	3.6840E-13	3.6840E-13	X-Shooter_Nhdiff_stat
9.3207E-01	4.7081E-12	9.3119E-01	9.3294E-01	3.8600E-13	3.8600E-13	X-Shooter_Nhdiff_stat
9.3382E-01	4.7055E-12	9.3294E-01	9.3470E-01	3.8671E-13	3.8671E-13	X-Shooter_Nhdiff_stat
9.3558E-01	4.7749E-12	9.3470E-01	9.3646E-01	3.9335E-13	3.9335E-13	X-Shooter_Nhdiff_stat
9.3735E-01	4.6595E-12	9.3646E-01	9.3824E-01	3.8476E-13	3.8476E-13	X-Shooter_Nhdiff_stat
9.3913E-01	4.7328E-12	9.3824E-01	9.4001E-01	3.9175E-13	3.9175E-13	X-Shooter_Nhdiff_stat
9.4091E-01	4.6252E-12	9.4001E-01	9.4180E-01	3.8376E-13	3.8376E-13	X-Shooter_Nhdiff_stat
9.4270E-01	4.5308E-12	9.4180E-01	9.4359E-01	3.7682E-13	3.7682E-13	X-Shooter_Nhdiff_stat
9.4449E-01	4.5737E-12	9.4359E-01	9.4539E-01	3.8131E-13	3.8131E-13	X-Shooter_Nhdiff_stat
9.4629E-01	4.6178E-12	9.4539E-01	9.4720E-01	3.8592E-13	3.8592E-13	X-Shooter_Nhdiff_stat
9.4810E-01	4.5805E-12	9.4720E-01	9.4901E-01	3.8372E-13	3.8372E-13	X-Shooter_Nhdiff_stat
9.4992E-01	4.5493E-12	9.4901E-01	9.5083E-01	3.8203E-13	3.8203E-13	X-Shooter_Nhdiff_stat
9.5174E-01	4.4108E-12	9.5083E-01	9.5266E-01	3.7129E-13	3.7129E-13	X-Shooter_Nhdiff_stat
9.5358E-01	4.5652E-12	9.5266E-01	9.5450E-01	3.8523E-13	3.8523E-13	X-Shooter_Nhdiff_stat
9.5542E-01	4.5810E-12	9.5450E-01	9.5634E-01	3.8750E-13	3.8750E-13	X-Shooter_Nhdiff_stat
9.5726E-01	4.5751E-12	9.5634E-01	9.5818E-01	3.8794E-13	3.8794E-13	X-Shooter_Nhdiff_stat
9.5911E-01	4.4805E-12	9.5818E-01	9.6004E-01	3.8084E-13	3.8084E-13	X-Shooter_Nhdiff_stat
9.6097E-01	4.6114E-12	9.6004E-01	9.6190E-01	3.9293E-13	3.9293E-13	X-Shooter_Nhdiff_stat
9.6283E-01	4.6080E-12	9.6190E-01	9.6377E-01	3.9359E-13	3.9359E-13	X-Shooter_Nhdiff_stat
9.6471E-01	4.5836E-12	9.6377E-01	9.6565E-01	3.9247E-13	3.9247E-13	X-Shooter_Nhdiff_stat
9.6659E-01	4.7524E-12	9.6565E-01	9.6753E-01	4.0793E-13	4.0793E-13	X-Shooter_Nhdiff_stat
9.6848E-01	4.7227E-12	9.6753E-01	9.6942E-01	4.0637E-13	4.0637E-13	X-Shooter_Nhdiff_stat
9.7037E-01	4.6724E-12	9.6942E-01	9.7132E-01	4.0303E-13	4.0303E-13	X-Shooter_Nhdiff_stat
9.7227E-01	4.6458E-12	9.7132E-01	9.7323E-01	4.0172E-13	4.0172E-13	X-Shooter_Nhdiff_stat
9.7418E-01	4.7671E-12	9.7323E-01	9.7514E-01	4.1323E-13	4.1323E-13	X-Shooter_Nhdiff_stat
9.7610E-01	4.6702E-12	9.7514E-01	9.7706E-01	4.0583E-13	4.0583E-13	X-Shooter_Nhdiff_stat
9.7803E-01	4.7578E-12	9.7706E-01	9.7899E-01	4.1447E-13	4.1447E-13	X-Shooter_Nhdiff_stat
9.7996E-01	4.6269E-12	9.7899E-01	9.8093E-01	4.0406E-13	4.0406E-13	X-Shooter_Nhdiff_stat
9.8190E-01	4.5582E-12	9.8093E-01	9.8287E-01	3.9905E-13	3.9905E-13	X-Shooter_Nhdiff_stat
9.8385E-01	4.5598E-12	9.8287E-01	9.8482E-01	4.0019E-13	4.0019E-13	X-Shooter_Nhdiff_stat
9.8580E-01	4.6801E-12	9.8482E-01	9.8678E-01	4.1176E-13	4.1176E-13	X-Shooter_Nhdiff_stat
9.8776E-01	4.6271E-12	9.8678E-01	9.8875E-01	4.0812E-13	4.0812E-13	X-Shooter_Nhdiff_stat
9.8974E-01	4.5578E-12	9.8875E-01	9.9072E-01	4.0301E-13	4.0301E-13	X-Shooter_Nhdiff_stat
9.9172E-01	4.5631E-12	9.9072E-01	9.9272E-01	4.0450E-13	4.0450E-13	X-Shooter_Nhdiff_stat
9.9371E-01	4.5264E-12	9.9272E-01	9.9471E-01	4.0225E-13	4.0225E-13	X-Shooter_Nhdiff_stat
9.9571E-01	4.6187E-12	9.9471E-01	9.9671E-01	4.1149E-13	4.1149E-13	X-Shooter_Nhdiff_stat
9.9771E-01	4.6388E-12	9.9671E-01	9.9871E-01	4.1432E-13	4.1432E-13	X-Shooter_Nhdiff_stat
9.9972E-01	4.4995E-12	9.9871E-01	1.0007E+00	4.0288E-13	4.0288E-13	X-Shooter_Nhdiff_stat
1.0017E+00	4.5731E-12	1.0007E+00	1.0028E+00	4.1051E-13	4.1051E-13	X-Shooter_Nhdiff_stat
1.0038E+00	4.5114E-12	1.0028E+00	1.0048E+00	4.0600E-13	4.0600E-13	X-Shooter_Nhdiff_stat
1.0058E+00	4.4978E-12	1.0048E+00	1.0068E+00	4.0580E-13	4.0580E-13	X-Shooter_Nhdiff_stat
1.0078E+00	4.6865E-12	1.0068E+00	1.0089E+00	4.2389E-13	4.2389E-13	X-Shooter_Nhdiff_stat
1.0099E+00	4.5302E-12	1.0089E+00	1.0109E+00	4.1080E-13	4.1080E-13	X-Shooter_Nhdiff_stat
1.0120E+00	4.5322E-12	1.0109E+00	1.0130E+00	4.1203E-13	4.1203E-13	X-Shooter_Nhdiff_stat
1.0140E+00	4.6356E-12	1.0130E+00	1.0151E+00	4.2250E-13	4.2250E-13	X-Shooter_Nhdiff_stat
1.0161E+00	4.6193E-12	1.0151E+00	1.0171E+00	4.2209E-13	4.2209E-13	X-Shooter_Nhdiff_stat
1.0182E+00	4.5062E-12	1.0171E+00	1.0192E+00	4.1281E-13	4.1281E-13	X-Shooter_Nhdiff_stat
1.0203E+00	4.5334E-12	1.0192E+00	1.0213E+00	4.1636E-13	4.1636E-13	X-Shooter_Nhdiff_stat
1.0224E+00	4.5274E-12	1.0213E+00	1.0234E+00	4.1687E-13	4.1687E-13	X-Shooter_Nhdiff_stat
1.0245E+00	4.4520E-12	1.0234E+00	1.0256E+00	4.1099E-13	4.1099E-13	X-Shooter_Nhdiff_stat
1.0266E+00	4.4635E-12	1.0256E+00	1.0277E+00	4.1310E-13	4.1310E-13	X-Shooter_Nhdiff_stat
1.0288E+00	4.5053E-12	1.0277E+00	1.0298E+00	4.1805E-13	4.1805E-13	X-Shooter_Nhdiff_stat
1.0309E+00	4.5116E-12	1.0298E+00	1.0320E+00	4.1971E-13	4.1971E-13	X-Shooter_Nhdiff_stat
1.0330E+00	4.5234E-12	1.0320E+00	1.0341E+00	4.2190E-13	4.2190E-13	X-Shooter_Nhdiff_stat
1.0352E+00	4.5674E-12	1.0341E+00	1.0363E+00	4.2710E-13	4.2710E-13	X-Shooter_Nhdiff_stat
1.0374E+00	4.4050E-12	1.0363E+00	1.0385E+00	4.1299E-13	4.1299E-13	X-Shooter_Nhdiff_stat
1.0395E+00	4.4160E-12	1.0385E+00	1.0406E+00	4.1510E-13	4.1510E-13	X-Shooter_Nhdiff_stat
1.0417E+00	4.4929E-12	1.0406E+00	1.0428E+00	4.2342E-13	4.2342E-13	X-Shooter_Nhdiff_stat
1.0439E+00	4.3805E-12	1.0428E+00	1.0450E+00	4.1390E-13	4.1390E-13	X-Shooter_Nhdiff_stat
1.0461E+00	4.4103E-12	1.0450E+00	1.0472E+00	4.1780E-13	4.1780E-13	X-Shooter_Nhdiff_stat
1.0483E+00	4.4051E-12	1.0472E+00	1.0494E+00	4.1841E-13	4.1841E-13	X-Shooter_Nhdiff_stat
1.0506E+00	4.4190E-12	1.0494E+00	1.0517E+00	4.2081E-13	4.2081E-13	X-Shooter_Nhdiff_stat
1.0528E+00	4.6064E-12	1.0517E+00	1.0539E+00	4.3981E-13	4.3981E-13	X-Shooter_Nhdiff_stat
1.0550E+00	4.8006E-12	1.0539E+00	1.0561E+00	4.5956E-13	4.5956E-13	X-Shooter_Nhdiff_stat
1.0573E+00	4.7956E-12	1.0561E+00	1.0584E+00	4.6028E-13	4.6028E-13	X-Shooter_Nhdiff_stat
1.0595E+00	4.6452E-12	1.0584E+00	1.0607E+00	4.4702E-13	4.4702E-13	X-Shooter_Nhdiff_stat
1.0618E+00	4.4717E-12	1.0607E+00	1.0629E+00	4.3145E-13	4.3145E-13	X-Shooter_Nhdiff_stat
1.0641E+00	4.3115E-12	1.0629E+00	1.0652E+00	4.1710E-13	4.1710E-13	X-Shooter_Nhdiff_stat
1.0664E+00	4.2626E-12	1.0652E+00	1.0675E+00	4.1345E-13	4.1345E-13	X-Shooter_Nhdiff_stat
1.0687E+00	4.4808E-12	1.0675E+00	1.0698E+00	4.3576E-13	4.3576E-13	X-Shooter_Nhdiff_stat
1.0710E+00	4.4506E-12	1.0698E+00	1.0721E+00	4.3397E-13	4.3397E-13	X-Shooter_Nhdiff_stat
1.0733E+00	4.4288E-12	1.0721E+00	1.0745E+00	4.3299E-13	4.3299E-13	X-Shooter_Nhdiff_stat
1.0756E+00	4.4621E-12	1.0745E+00	1.0768E+00	4.3740E-13	4.3740E-13	X-Shooter_Nhdiff_stat
1.0780E+00	4.3214E-12	1.0768E+00	1.0791E+00	4.2473E-13	4.2473E-13	X-Shooter_Nhdiff_stat
1.0803E+00	4.3673E-12	1.0791E+00	1.0815E+00	4.3038E-13	4.3038E-13	X-Shooter_Nhdiff_stat
1.0827E+00	4.5711E-12	1.0815E+00	1.0839E+00	4.5167E-13	4.5167E-13	X-Shooter_Nhdiff_stat
1.0850E+00	4.4317E-12	1.0839E+00	1.0862E+00	4.3907E-13	4.3907E-13	X-Shooter_Nhdiff_stat
1.0874E+00	4.3900E-12	1.0862E+00	1.0886E+00	4.3609E-13	4.3609E-13	X-Shooter_Nhdiff_stat
1.0898E+00	4.2938E-12	1.0886E+00	1.0910E+00	4.2768E-13	4.2768E-13	X-Shooter_Nhdiff_stat
1.0922E+00	4.1198E-12	1.0910E+00	1.0934E+00	4.1144E-13	4.1144E-13	X-Shooter_Nhdiff_stat
1.0946E+00	4.5399E-12	1.0934E+00	1.0958E+00	4.5461E-13	4.5461E-13	X-Shooter_Nhdiff_stat
1.0970E+00	4.2457E-12	1.0958E+00	1.0983E+00	4.2629E-13	4.2629E-13	X-Shooter_Nhdiff_stat
1.0995E+00	4.3491E-12	1.0983E+00	1.1007E+00	4.3785E-13	4.3785E-13	X-Shooter_Nhdiff_stat
1.1019E+00	4.5352E-12	1.1007E+00	1.1031E+00	4.5781E-13	4.5781E-13	X-Shooter_Nhdiff_stat
1.1044E+00	4.4524E-12	1.1031E+00	1.1056E+00	4.5065E-13	4.5065E-13	X-Shooter_Nhdiff_stat
1.1068E+00	4.4964E-12	1.1056E+00	1.1081E+00	4.5634E-13	4.5634E-13	X-Shooter_Nhdiff_stat
1.1093E+00	4.5621E-12	1.1081E+00	1.1106E+00	4.6425E-13	4.6425E-13	X-Shooter_Nhdiff_stat
1.1118E+00	4.6951E-12	1.1106E+00	1.1130E+00	4.7907E-13	4.7907E-13	X-Shooter_Nhdiff_stat
1.1143E+00	4.5682E-12	1.1130E+00	1.1155E+00	4.6739E-13	4.6739E-13	X-Shooter_Nhdiff_stat
1.1168E+00	4.4743E-12	1.1155E+00	1.1181E+00	4.5901E-13	4.5901E-13	X-Shooter_Nhdiff_stat
1.1193E+00	4.4765E-12	1.1181E+00	1.1206E+00	4.6048E-13	4.6048E-13	X-Shooter_Nhdiff_stat
1.1219E+00	4.3106E-12	1.1206E+00	1.1231E+00	4.4461E-13	4.4461E-13	X-Shooter_Nhdiff_stat
1.1244E+00	4.3926E-12	1.1231E+00	1.1257E+00	4.5431E-13	4.5431E-13	X-Shooter_Nhdiff_stat
1.1270E+00	4.3237E-12	1.1257E+00	1.1282E+00	4.4839E-13	4.4839E-13	X-Shooter_Nhdiff_stat
1.1295E+00	4.3014E-12	1.1282E+00	1.1308E+00	4.4729E-13	4.4729E-13	X-Shooter_Nhdiff_stat
1.1321E+00	4.5319E-12	1.1308E+00	1.1334E+00	4.7253E-13	4.7253E-13	X-Shooter_Nhdiff_stat
1.1347E+00	4.4656E-12	1.1334E+00	1.1360E+00	4.6689E-13	4.6689E-13	X-Shooter_Nhdiff_stat
1.1373E+00	4.6197E-12	1.1360E+00	1.1386E+00	4.8432E-13	4.8432E-13	X-Shooter_Nhdiff_stat
1.1399E+00	4.3476E-12	1.1386E+00	1.1412E+00	4.5704E-13	4.5704E-13	X-Shooter_Nhdiff_stat
1.1425E+00	4.4144E-12	1.1412E+00	1.1439E+00	4.6533E-13	4.6533E-13	X-Shooter_Nhdiff_stat
1.1452E+00	4.3706E-12	1.1439E+00	1.1465E+00	4.6196E-13	4.6196E-13	X-Shooter_Nhdiff_stat
1.1478E+00	4.3563E-12	1.1465E+00	1.1492E+00	4.6171E-13	4.6171E-13	X-Shooter_Nhdiff_stat
1.1505E+00	4.3167E-12	1.1492E+00	1.1518E+00	4.5876E-13	4.5876E-13	X-Shooter_Nhdiff_stat
1.1532E+00	4.3292E-12	1.1518E+00	1.1545E+00	4.6135E-13	4.6135E-13	X-Shooter_Nhdiff_stat
1.1559E+00	4.3616E-12	1.1545E+00	1.1572E+00	4.6607E-13	4.6607E-13	X-Shooter_Nhdiff_stat
1.1586E+00	4.1874E-12	1.1572E+00	1.1599E+00	4.4868E-13	4.4868E-13	X-Shooter_Nhdiff_stat
1.1613E+00	4.2498E-12	1.1599E+00	1.1626E+00	4.5662E-13	4.5662E-13	X-Shooter_Nhdiff_stat
1.1640E+00	4.4834E-12	1.1626E+00	1.1654E+00	4.8304E-13	4.8304E-13	X-Shooter_Nhdiff_stat
1.1667E+00	4.4453E-12	1.1654E+00	1.1681E+00	4.8024E-13	4.8024E-13	X-Shooter_Nhdiff_stat
1.1695E+00	4.3047E-12	1.1681E+00	1.1709E+00	4.6633E-13	4.6633E-13	X-Shooter_Nhdiff_stat
1.1723E+00	4.2529E-12	1.1709E+00	1.1736E+00	4.6199E-13	4.6199E-13	X-Shooter_Nhdiff_stat
1.1750E+00	4.3463E-12	1.1736E+00	1.1764E+00	4.7344E-13	4.7344E-13	X-Shooter_Nhdiff_stat
1.1778E+00	4.1054E-12	1.1764E+00	1.1792E+00	4.4843E-13	4.4843E-13	X-Shooter_Nhdiff_stat
1.1806E+00	4.0726E-12	1.1792E+00	1.1820E+00	4.4607E-13	4.4607E-13	X-Shooter_Nhdiff_stat
1.1834E+00	4.1179E-12	1.1820E+00	1.1849E+00	4.5227E-13	4.5227E-13	X-Shooter_Nhdiff_stat
1.1863E+00	4.1992E-12	1.1849E+00	1.1877E+00	4.6247E-13	4.6247E-13	X-Shooter_Nhdiff_stat
1.1891E+00	4.0735E-12	1.1877E+00	1.1905E+00	4.4987E-13	4.4987E-13	X-Shooter_Nhdiff_stat
1.1920E+00	4.1014E-12	1.1905E+00	1.1934E+00	4.5419E-13	4.5419E-13	X-Shooter_Nhdiff_stat
1.1949E+00	4.1398E-12	1.1934E+00	1.1963E+00	4.5971E-13	4.5971E-13	X-Shooter_Nhdiff_stat
1.1977E+00	4.1095E-12	1.1963E+00	1.1992E+00	4.5761E-13	4.5761E-13	X-Shooter_Nhdiff_stat
1.2006E+00	4.1194E-12	1.1992E+00	1.2021E+00	4.5998E-13	4.5998E-13	X-Shooter_Nhdiff_stat
1.2036E+00	4.0761E-12	1.2021E+00	1.2050E+00	4.5640E-13	4.5640E-13	X-Shooter_Nhdiff_stat
1.2065E+00	4.0843E-12	1.2050E+00	1.2080E+00	4.5858E-13	4.5858E-13	X-Shooter_Nhdiff_stat
1.2094E+00	4.1232E-12	1.2080E+00	1.2109E+00	4.6423E-13	4.6423E-13	X-Shooter_Nhdiff_stat
