2.500000e+02 0.000000e+00
2.594911e+02 4.183291e-01
2.693425e+02 3.955892e-01
2.795679e+02 3.740854e-01
2.901815e+02 3.537506e-01
3.011980e+02 3.345211e-01
3.126328e+02 3.163369e-01
3.245017e+02 2.991412e-01
3.368212e+02 2.828802e-01
3.496084e+02 2.675032e-01
3.628810e+02 2.529620e-01
3.766575e+02 2.392113e-01
3.909571e+02 2.262080e-01
4.057995e+02 2.139116e-01
4.212054e+02 2.022836e-01
4.371962e+02 1.912877e-01
4.537940e+02 1.808896e-01
4.710220e+02 1.710566e-01
4.889041e+02 1.617582e-01
5.074650e+02 1.529652e-01
5.267305e+02 1.446502e-01
5.467275e+02 1.367872e-01
5.674836e+02 1.293516e-01
5.890278e+02 1.223202e-01
6.113898e+02 1.156710e-01
6.346008e+02 1.093832e-01
6.586930e+02 1.034373e-01
6.836998e+02 9.781456e-02
7.096560e+02 9.249747e-02
7.365976e+02 8.746942e-02
7.645620e+02 8.271468e-02
7.935881e+02 7.821841e-02
8.237162e+02 7.396654e-02
8.549880e+02 6.994581e-02
8.874470e+02 6.614363e-02
9.211383e+02 6.254814e-02
9.561087e+02 5.914810e-02
9.924067e+02 5.593288e-02
1.030083e+03 5.289243e-02
1.069189e+03 5.001726e-02
1.109780e+03 4.729838e-02
1.151912e+03 4.472729e-02
1.195644e+03 4.229597e-02
1.241036e+03 3.999681e-02
1.288151e+03 3.782263e-02
1.337054e+03 3.576663e-02
1.387815e+03 3.382240e-02
1.440502e+03 3.198385e-02
1.495190e+03 3.024525e-02
1.551954e+03 2.860115e-02
1.610873e+03 2.704643e-02
1.672028e+03 2.557621e-02
1.735506e+03 2.418592e-02
1.801393e+03 2.287120e-02
1.869782e+03 2.162795e-02
1.940767e+03 2.045228e-02
2.014447e+03 1.934052e-02
2.090924e+03 1.828919e-02
2.170304e+03 1.729501e-02
2.252698e+03 1.635487e-02
2.338220e+03 1.546584e-02
2.426989e+03 1.462513e-02
2.519128e+03 1.383013e-02
2.614765e+03 1.307834e-02
2.714033e+03 1.236742e-02
2.817070e+03 1.169514e-02
2.924018e+03 1.105940e-02
3.035026e+03 1.045823e-02
3.150249e+03 9.889730e-03
3.269846e+03 9.352135e-03
3.393983e+03 8.843764e-03
3.522834e+03 8.363027e-03
3.656576e+03 7.908423e-03
3.795395e+03 7.478530e-03
3.939485e+03 7.072006e-03
4.089044e+03 6.687580e-03
4.244282e+03 6.324051e-03
4.405413e+03 5.980282e-03
4.572662e+03 5.655201e-03
4.746260e+03 5.347791e-03
4.926448e+03 5.057091e-03
5.113478e+03 4.782194e-03
5.307607e+03 4.522239e-03
5.509107e+03 4.276415e-03
5.718257e+03 4.043954e-03
5.935346e+03 3.824130e-03
6.160678e+03 3.616254e-03
6.394564e+03 3.419679e-03
6.637329e+03 3.233789e-03
6.889310e+03 3.058004e-03
7.150858e+03 2.891775e-03
7.422336e+03 2.734581e-03
7.704120e+03 2.585932e-03
7.996602e+03 2.445364e-03
8.300187e+03 2.312437e-03
8.615298e+03 2.186735e-03
8.942372e+03 2.067867e-03
9.281863e+03 1.955460e-03
9.634243e+03 1.849164e-03
1.000000e+04 1.748645e-03
