1.000000e+03 3.958678e+00
1.021227e+03 3.848003e+00
1.042904e+03 3.740421e+00
1.065041e+03 3.635847e+00
1.087648e+03 3.534197e+00
1.110735e+03 3.435389e+00
1.134313e+03 3.339343e+00
1.158390e+03 3.245982e+00
1.182979e+03 3.155232e+00
1.208089e+03 3.067019e+00
1.233733e+03 2.981272e+00
1.259921e+03 2.897922e+00
1.286665e+03 2.816903e+00
1.313976e+03 2.738148e+00
1.341868e+03 2.661596e+00
1.370351e+03 2.587184e+00
1.399439e+03 2.514852e+00
1.429144e+03 2.444542e+00
1.459480e+03 2.376198e+00
1.490460e+03 2.309765e+00
1.522097e+03 2.245189e+00
1.554406e+03 2.182419e+00
1.587401e+03 2.121403e+00
1.621096e+03 2.062094e+00
1.655507e+03 2.004442e+00
1.690647e+03 1.948402e+00
1.726534e+03 1.893929e+00
1.763183e+03 1.840979e+00
1.800609e+03 1.789510e+00
1.838830e+03 1.739479e+00
1.877862e+03 1.690847e+00
1.917722e+03 1.643575e+00
1.958429e+03 1.597624e+00
2.000000e+03 1.552958e+00
2.042453e+03 1.509541e+00
2.085808e+03 1.467337e+00
2.130082e+03 1.426314e+00
2.175297e+03 1.386437e+00
2.221471e+03 1.347676e+00
2.268625e+03 1.309998e+00
2.316780e+03 1.273373e+00
2.365958e+03 1.237772e+00
2.416179e+03 1.203167e+00
2.467466e+03 1.169529e+00
2.519842e+03 1.136832e+00
2.573330e+03 1.105049e+00
2.627953e+03 1.074154e+00
2.683735e+03 1.044123e+00
2.740702e+03 1.014932e+00
2.798878e+03 9.865564e-01
2.858288e+03 9.589745e-01
2.918960e+03 9.321637e-01
2.980920e+03 9.061025e-01
3.044195e+03 8.807699e-01
3.108813e+03 8.561455e-01
3.174802e+03 8.322096e-01
3.242192e+03 8.089429e-01
3.311013e+03 7.863267e-01
3.381295e+03 7.643427e-01
3.453068e+03 7.429734e-01
3.526365e+03 7.222015e-01
3.601218e+03 7.020104e-01
3.677659e+03 6.823838e-01
3.755724e+03 6.633058e-01
3.835445e+03 6.447613e-01
3.916858e+03 6.267352e-01
4.000000e+03 6.092131e-01
4.084906e+03 5.921809e-01
4.171615e+03 5.756248e-01
4.260164e+03 5.595316e-01
4.350593e+03 5.438884e-01
4.442942e+03 5.286825e-01
4.537250e+03 5.139017e-01
4.633561e+03 4.995341e-01
4.731915e+03 4.855683e-01
4.832358e+03 4.719929e-01
4.934932e+03 4.587970e-01
5.039684e+03 4.459701e-01
5.146660e+03 4.335018e-01
5.255906e+03 4.213820e-01
5.367471e+03 4.096011e-01
5.481404e+03 3.981496e-01
5.597756e+03 3.870182e-01
5.716577e+03 3.761981e-01
5.837920e+03 3.656804e-01
5.961840e+03 3.554568e-01
6.088389e+03 3.455190e-01
6.217625e+03 3.358591e-01
6.349604e+03 3.264692e-01
6.484385e+03 3.173419e-01
6.622026e+03 3.084697e-01
6.762589e+03 2.998456e-01
6.906136e+03 2.914626e-01
7.052730e+03 2.833139e-01
7.202436e+03 2.753931e-01
7.355319e+03 2.676937e-01
7.511447e+03 2.602096e-01
7.670890e+03 2.529347e-01
7.833717e+03 2.458632e-01
8.000000e+03 2.389895e-01
