1.000000e+08 9.637175e+27 9.637175e+35
1.258925e+08 1.527161e+28 1.922581e+36
1.584893e+08 2.419929e+28 3.835329e+36
1.995262e+08 3.834410e+28 7.650653e+36
2.511886e+08 6.075273e+28 1.526040e+37
3.162278e+08 9.624877e+28 3.043653e+37
3.981072e+08 1.524657e+29 6.069769e+37
5.011872e+08 2.414754e+29 1.210244e+38
6.309573e+08 3.823445e+29 2.412431e+38
7.943282e+08 6.051116e+29 4.806572e+38
1.000000e+09 9.568044e+29 9.568044e+38
1.258925e+09 1.508482e+30 1.899066e+39
1.584893e+09 2.349239e+30 3.723293e+39
1.995262e+09 3.538206e+30 7.059648e+39
2.511886e+09 5.040031e+30 1.265999e+40
3.162278e+09 6.726516e+30 2.127111e+40
3.981072e+09 8.445867e+30 3.362360e+40
5.011872e+09 1.008524e+31 5.054594e+40
6.309573e+09 1.158861e+31 7.311919e+40
7.943282e+09 1.294369e+31 1.028154e+41
1.000000e+10 1.416129e+31 1.416129e+41
1.258925e+10 1.525912e+31 1.921010e+41
1.584893e+10 1.625217e+31 2.575795e+41
1.995262e+10 1.714799e+31 3.421475e+41
2.511886e+10 1.794487e+31 4.507547e+41
3.162278e+10 1.863133e+31 5.891743e+41
3.981072e+10 1.918647e+31 7.638270e+41
5.011872e+10 1.958092e+31 9.813707e+41
6.309573e+10 1.977868e+31 1.247950e+42
7.943282e+10 1.974031e+31 1.568029e+42
1.000000e+11 1.942802e+31 1.942802e+42
1.258925e+11 1.881283e+31 2.368395e+42
1.584893e+11 1.788365e+31 2.834368e+42
1.995262e+11 1.665646e+31 3.323401e+42
2.511886e+11 1.518074e+31 3.813231e+42
3.162278e+11 1.353899e+31 4.281406e+42
3.981072e+11 1.183601e+31 4.712001e+42
5.011872e+11 1.017838e+31 5.101272e+42
6.309573e+11 8.651400e+30 5.458664e+42
7.943282e+11 7.303515e+30 5.801388e+42
1.000000e+12 6.146029e+30 6.146029e+42
1.258925e+12 5.165607e+30 6.503113e+42
1.584893e+12 4.339179e+30 6.877135e+42
1.995262e+12 3.643284e+30 7.269308e+42
2.511886e+12 3.057317e+30 7.679634e+42
3.162278e+12 2.563831e+30 8.107547e+42
3.981072e+12 2.148140e+30 8.551900e+42
5.011872e+12 1.797888e+30 9.010787e+42
6.309573e+12 1.502683e+30 9.481288e+42
7.943282e+12 1.253783e+30 9.959151e+42
1.000000e+13 1.043839e+30 1.043839e+43
1.258925e+13 8.666752e+29 1.091079e+43
1.584893e+13 7.171063e+29 1.136537e+43
1.995262e+13 5.907824e+29 1.178766e+43
2.511886e+13 4.840618e+29 1.215908e+43
3.162278e+13 3.939032e+29 1.245631e+43
3.981072e+13 3.177758e+29 1.265088e+43
5.011872e+13 2.535841e+29 1.270931e+43
6.309573e+13 1.996035e+29 1.259413e+43
7.943282e+13 1.544250e+29 1.226641e+43
1.000000e+14 1.169038e+29 1.169038e+43
1.258925e+14 8.611094e+28 1.084073e+43
1.584893e+14 6.128153e+28 9.712469e+42
1.995262e+14 4.176088e+28 8.332391e+42
2.511886e+14 2.694650e+28 6.768655e+42
3.162278e+14 1.623265e+28 5.133216e+42
3.981072e+14 8.968159e+27 3.570288e+42
5.011872e+14 4.443395e+27 2.226973e+42
6.309573e+14 1.919450e+27 1.211091e+42
7.943282e+14 6.977016e+26 5.542041e+41
1.000000e+15 2.040716e+26 2.040716e+41
1.258925e+15 4.540231e+25 5.715812e+40
1.584893e+15 7.157987e+24 1.134464e+40
1.995262e+15 7.314602e+23 1.459455e+39
2.511886e+15 4.330304e+22 1.087723e+38
3.162278e+15 1.289407e+21 4.077462e+36
3.981072e+15 1.616320e+19 6.434687e+34
5.011872e+15 6.817792e+16 3.416990e+32
6.309573e+15 7.298974e+13 4.605341e+29
7.943282e+15 1.390567e+10 1.104566e+26
1.000000e+16 3.015232e+05 3.015232e+21
