2.41798934728e+25 	7.47243879524e-12 	2.26927066983e-12 	3.07545983988e-12
2.50451436277e+25 	7.06866044262e-12 	2.09096021625e-12 	2.79764542761e-12
2.59413557814e+25 	6.68670053008e-12 	1.92469804497e-12 	2.54205629556e-12
2.68696378739e+25 	6.32538008324e-12 	1.76972855003e-12 	2.30702536486e-12
2.78311374918e+25 	5.98358383443e-12 	1.62534148639e-12 	2.09100575854e-12
2.88270432865e+25 	5.66025678022e-12 	1.49086932251e-12 	1.89256236004e-12
2.98585864444e+25 	5.35440092503e-12 	1.36568474445e-12 	1.71036395357e-12
3.09270422082e+25 	5.06507220063e-12 	1.24919830295e-12 	1.54317590686e-12
3.20337314536e+25 	4.79137755219e-12 	1.1408561955e-12 	1.38985335932e-12
3.31800223227e+25 	4.5324721817e-12 	1.04013817564e-12 	1.24933488123e-12
3.43673319148e+25 	4.28755694038e-12 	9.46555582446e-13 	1.1206365718e-12
3.55971280385e+25 	4.05587586201e-12 	8.59649483223e-13 	1.00284656626e-12
3.68709310263e+25 	3.83671382952e-12 	7.78988923131e-13 	8.95119923953e-13
3.81903156141e+25 	3.6293943677e-12 	7.04169275624e-13 	7.96673871472e-13
3.9556912888e+25 	3.43327755511e-12 	6.34810687991e-13 	7.06783376533e-13
4.09724123005e+25 	3.24775804893e-12 	5.70556616606e-13 	6.24777029957e-13
4.24385637594e+25 	3.07226321644e-12 	5.11072446788e-13 	5.50033214656e-13
4.3957179791e+25 	2.90625136752e-12 	4.56044192469e-13 	4.81976541958e-13
4.55301377805e+25 	2.74921008265e-12 	4.05177271118e-13 	4.20074536905e-13
4.71593822937e+25 	2.60065463127e-12 	3.58195349659e-13 	3.63834555448e-13
4.88469274801e+25 	2.46012647554e-12 	3.28556438648e-13 	3.30645392419e-13
5.05948595633e+25 	2.32719185503e-12 	3.33361358994e-13 	3.42648024071e-13
5.24053394203e+25 	2.20144044786e-12 	3.36448926067e-13 	3.5270776535e-13
5.42806052524e+25 	2.08248410419e-12 	3.38006134124e-13 	3.6098568819e-13
5.62229753525e+25 	1.96995564809e-12 	3.38203786229e-13 	3.67631730506e-13
5.82348509709e+25 	1.86350774425e-12 	3.37197762485e-13 	3.72785403145e-13
6.03187192842e+25 	1.76281182586e-12 	3.35130194308e-13 	3.76576454068e-13
6.24771564694e+25 	1.66755708046e-12 	3.32130551484e-13 	3.79125492285e-13
6.47128308894e+25 	1.57744949051e-12 	3.28316648242e-13 	3.80544573891e-13
6.70285063914e+25 	1.49221092596e-12 	3.2379557417e-13 	3.80937752443e-13
6.94270457235e+25 	1.41157828567e-12 	3.18664555364e-13 	3.80401595773e-13
7.19114140743e+25 	1.33530268538e-12 	3.13011750849e-13 	3.79025671219e-13
7.44846827382e+25 	1.26314868943e-12 	3.06916988943e-13 	3.76893001137e-13
7.71500329124e+25 	1.19489358412e-12 	3.00452447906e-13 	3.74080490455e-13
7.99107596296e+25 	1.13032669021e-12 	2.93683284912e-13 	3.70659327914e-13
8.27702758318e+25 	1.06924871267e-12 	2.86668217112e-13 	3.66695362576e-13
8.57321165888e+25 	1.01147112552e-12 	2.79460058256e-13 	3.62249457046e-13
8.87999434692e+25 	9.56815589891e-13 	2.72106214136e-13 	3.57377818813e-13
9.19775490667e+25 	9.05113403599e-13 	2.64649139852e-13 	3.52132310998e-13
9.52688616885e+25 	8.56204980386e-13 	2.57126761711e-13 	3.4656074375e-13
9.8677950212e+25 	8.09939357347e-13 	2.49572866342e-13 	3.40707147437e-13
1.02209029115e+26 	7.66173728964e-13 	2.4201745946e-13 	3.3461202873e-13
1.05866463684e+26 	7.24773006312e-13 	2.34487096518e-13 	3.28312610604e-13
1.09654775416e+26 	6.85609400088e-13 	2.27005187323e-13 	3.21843057216e-13
1.135786476e+26 	6.48562026173e-13 	2.19592276553e-13 	3.15234684584e-13
1.17642931115e+26 	6.13516532503e-13 	2.12266301984e-13 	3.08516157904e-13
1.21852650421e+26 	5.80364746107e-13 	2.0504283207e-13 	3.01713676335e-13
1.26213009774e+26 	5.49004339214e-13 	1.9793528444e-13 	2.9485114599e-13
1.30729399658e+26 	5.19338513405e-13 	1.90955126742e-13 	2.87950341862e-13
1.35407403448e+26 	4.9127570083e-13 	1.8411206117e-13 	2.81031059352e-13
